name,code,lat,lng
Honiara International Airport,HIR,-9.428,160.054993
Port Moresby Jacksons International Airport,POM,-9.443380355834961,147.22000122070312
Keflavik International Airport,KEF,63.985001,-22.6056
Edmonton International Airport,YEG,53.3097,-113.580002
Halifax / Stanfield International Airport,YHZ,44.8807983398,-63.5085983276
Ottawa Macdonald-Cartier International Airport,YOW,45.322498,-75.669197
Quebec Jean Lesage International Airport,YQB,46.7911,-71.393303
Montreal / Pierre Elliott Trudeau International Airport,YUL,45.467837,-73.742294
Vancouver International Airport,YVR,49.193901062,-123.183998108
Winnipeg / James Armstrong Richardson International Airport,YWG,49.909999847399995,-97.2398986816
Calgary International Airport,YYC,51.118822,-114.009933
St. John's International Airport,YYT,47.618599,-52.7519
Toronto Lester B. Pearson International Airport,YYZ,43.6772,-79.6306
Houari Boumediene Airport,ALG,36.693886,3.214531
Kotoka International Airport,ACC,5.605189800262451,-0.16678600013256073
Nnamdi Azikiwe International Airport,ABV,9.00679,7.26317
Murtala Muhammed International Airport,LOS,6.5773701667785645,3.321160078048706
Diori Hamani International Airport,NIM,13.4815,2.18361
Tunis Carthage International Airport,TUN,36.851002,10.2272
Brussels Airport,BRU,50.901402,4.48444
Berlin Brandenburg Airport,BER,52.362247,13.500672
Frankfurt Airport,FRA,50.030241,8.561096
Hamburg Helmut Schmidt Airport,HAM,53.630402,9.98823
Cologne Bonn Airport,CGN,50.865898,7.14274
Düsseldorf Airport,DUS,51.289501,6.76678
Munich Airport,MUC,48.353802,11.7861
Nuremberg Airport,NUE,49.498699,11.078056
Leipzig/Halle Airport,LEJ,51.420657,12.232705
Stuttgart Airport,STR,48.689899,9.22196
Hannover Airport,HAJ,52.461102,9.68508
Lennart Meri Tallinn Airport,TLL,59.413246,24.83264
Helsinki Vantaa Airport,HEL,60.318363,24.963341
Belfast International Airport,BFS,54.6575012207,-6.2158298492399995
Birmingham Airport,BHX,52.453899,-1.74803
Manchester Airport,MAN,53.349375,-2.279521
London Luton Airport,LTN,51.874699,-0.368333
London Gatwick Airport,LGW,51.148771,-0.192089
London Heathrow Airport,LHR,51.4706,-0.461941
Glasgow International Airport,GLA,55.871899,-4.43306
Edinburgh Airport,EDI,55.950145,-3.372288
London Stansted Airport,STN,51.884998,0.235
Amsterdam Airport Schiphol,AMS,52.308601,4.76389
Eindhoven Airport,EIN,51.4500999451,5.37452983856
Ezhou Huahu Airport,EHU,30.341178,115.03926
Dublin Airport,DUB,53.428713,-6.262121
Shannon Airport,SNN,52.702,-8.92482
Billund Airport,BLL,55.740335,9.157019
Copenhagen Kastrup Airport,CPH,55.617900848389,12.656000137329
Luxembourg-Findel International Airport,LUX,49.6233333,6.2044444
"Bergen Airport, Flesland",BGO,60.2934,5.21814
"Oslo Airport, Gardermoen",OSL,60.193901,11.1004
"Tromsø Airport, Langnes",TOS,69.683296,18.9189
"Trondheim Airport, Værnes",TRD,63.457802,10.924
"Stavanger Airport, Sola",SVG,58.876701,5.63778
Gdańsk Lech Wałęsa Airport,GDN,54.377602,18.4662
Kraków John Paul II International Airport,KRK,50.077702,19.7848
Warsaw Chopin Airport,WAW,52.165699,20.9671
Göteborg Landvetter Airport,GOT,57.6628,12.2798
Stockholm-Arlanda Airport,ARN,59.64849,17.928829
Riga International Airport,RIX,56.923599,23.9711
Vilnius International Airport,VNO,54.634102,25.285801
Cape Town International Airport,CPT,-33.9648017883,18.6016998291
King Shaka International Airport,DUR,-29.6144444444,31.1197222222
O.R. Tambo International Airport,JNB,-26.1392,28.246
Sir Seretse Khama International Airport,GBE,-24.555201,25.9182
King Mswati III International Airport,SHO,-26.358611,31.716944
Sir Seewoosagur Ramgoolam International Airport,MRU,-20.430201,57.683601
Kenneth Kaunda International Airport,LUN,-15.330833,28.452722
Roland Garros Airport,RUN,-20.890087,55.518894
Ivato Airport,TNR,-18.7969,47.478802
Quatro de Fevereiro International Airport,LAD,-8.85837,13.2312
São Tomé International Airport,TMS,0.378175,6.71215
Maputo Airport,MPM,-25.920799,32.572601
Seychelles International Airport,SEZ,-4.67434,55.521801
N'Djamena International Airport,NDJ,12.1337,15.034
Robert Gabriel Mugabe International Airport,HRE,-17.931801,31.0928
Hosea Kutako International Airport,WDH,-22.4799,17.4709
Ndjili International Airport,FIH,-4.38575,15.4446
Modibo Keita International Airport,BKO,12.5335,-7.94994
Banjul International Airport,BJL,13.338,-16.652201
Fuerteventura Airport,FUE,28.4527,-13.8638
Gran Canaria Airport,LPA,27.9319,-15.3866
César Manrique-Lanzarote Airport,ACE,28.945499,-13.6052
Tenerife Sur Airport,TFS,28.0445,-16.5725
Lungi International Airport,FNA,8.61644,-13.1955
Roberts International Airport,ROB,6.23379,-10.3623
Mohammed V International Airport,CMN,33.3675,-7.58997
Blaise Diagne International Airport,DSS,14.67,-17.073333
Nouakchott–Oumtounsy International Airport,NKC,18.31,-15.969722
Amílcar Cabral International Airport,SID,16.7414,-22.9494
Nelson Mandela International Airport,RAI,14.941126,-23.484728
Addis Ababa Bole International Airport,ADD,8.97789,38.799301
Djibouti-Ambouli Airport,JIB,11.5473,43.1595
Cairo International Airport,CAI,30.111534,31.396694
Hurghada International Airport,HRG,27.176776,33.796692
Suhaj Mubarak International Airport,HMB,26.342515,31.743017
Sharm El Sheikh International Airport,SSH,27.977272,34.394717
Juba International Airport,JUB,4.87201,31.601101
Jomo Kenyatta International Airport,NBO,-1.31923997402,36.9277992249
Moi International Airport,MBA,-4.03483,39.5942
Mitiga International Airport,MJI,32.89177,13.287878
Kigali International Airport,KGL,-1.96863,30.1395
Khartoum International Airport,KRT,15.5895,32.5532
Julius Nyerere International Airport,DAR,-6.87811,39.202599
Abeid Amani Karume International Airport,ZNZ,-6.22202,39.224899
Entebbe International Airport,EBB,0.042386,32.443501
Dhoho International Airport,DHX,-7.750278,111.947222
Navi Mumbai International Airport,NMI,18.988686,73.068523
Manohar International Airport,GOX,15.744257,73.860625
Albuquerque International Sunport,ABQ,35.039976,-106.608925
Joint Base Andrews,ADW,38.810799,-76.866997
Hartsfield Jackson Atlanta International Airport,ATL,33.6367,-84.428101
Austin Bergstrom International Airport,AUS,30.197535,-97.662015
Bradley International Airport,BDL,41.93851,-72.688066
Nashville International Airport,BNA,36.1245,-86.6782
Logan International Airport,BOS,42.36197,-71.0079
Buffalo Niagara International Airport,BUF,42.940498,-78.732201
Baltimore/Washington International Thurgood Marshall Airport,BWI,39.1754,-76.668297
Cleveland Hopkins International Airport,CLE,41.411701,-81.8498
Charlotte Douglas International Airport,CLT,35.2140007019043,-80.94309997558594
Camarillo International Airport,,34.213699,-119.094002
John Glenn Columbus International Airport,CMH,39.998001,-82.891899
Cincinnati Northern Kentucky International Airport,CVG,39.048801,-84.667801
Ronald Reagan Washington National Airport,DCA,38.8521,-77.037697
Denver International Airport,DEN,39.861698150635,-104.672996521
Dallas Fort Worth International Airport,DFW,32.896801,-97.038002
Detroit Metropolitan Wayne County Airport,DTW,42.21377,-83.353786
Newark Liberty International Airport,EWR,40.692501,-74.168701
Fort Lauderdale Hollywood International Airport,FLL,26.072599,-80.152702
Washington Dulles International Airport,IAD,38.9445,-77.455803
George Bush Intercontinental Houston Airport,IAH,29.984399795532227,-95.34140014648438
Indianapolis International Airport,IND,39.7173,-86.294403
Jacksonville International Airport,JAX,30.492469,-81.687813
John F Kennedy International Airport,JFK,40.639447,-73.779317
Harry Reid International Airport,LAS,36.083361,-115.151817
Los Angeles International Airport,LAX,33.942501,-118.407997
LaGuardia Airport,LGA,40.777199,-73.872597
Kansas City International Airport,MCI,39.2976,-94.713898
Orlando International Airport,MCO,28.429399490356445,-81.30899810791016
Chicago Midway International Airport,MDW,41.785999,-87.752403
Memphis International Airport,MEM,35.0424,-89.9767
Miami International Airport,MIA,25.79319953918457,-80.29060363769531
General Mitchell International Airport,MKE,42.947201,-87.896599
Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MSP,44.880081,-93.221741
Louis Armstrong New Orleans International Airport,MSY,29.993401,-90.258003
San Francisco Bay Oakland International Airport,OAK,37.720085,-122.221184
Will Rogers World Airport,OKC,35.393388,-97.598248
Eppley Airfield,OMA,41.3032,-95.894096
Ontario International Airport,ONT,34.056,-117.600998
Chicago O'Hare International Airport,ORD,41.9786,-87.9048
Norfolk International Airport,ORF,36.895341,-76.201
Palm Beach International Airport,PBI,26.683201,-80.095596
Portland International Airport,PDX,45.588699,-122.598
Philadelphia International Airport,PHL,39.871899,-75.241096
Phoenix Sky Harbor International Airport,PHX,33.435302,-112.005905
Pittsburgh International Airport,PIT,40.491501,-80.232903
Theodore Francis Green State Airport,PVD,41.725038,-71.425668
Portland International Jetport,PWM,43.646198,-70.309303
Raleigh Durham International Airport,RDU,35.877602,-78.787498
Richmond International Airport,RIC,37.505199,-77.319702
Reno Tahoe International Airport,RNO,39.4991,-119.767998
Southwest Florida International Airport,RSW,26.53619956970215,-81.75520324707031
San Diego International Airport,SAN,32.7336006165,-117.190002441
San Antonio International Airport,SAT,29.533701,-98.469803
Savannah Hilton Head International Airport,SAV,32.127602,-81.202103
Louisville Muhammad Ali International Airport,SDF,38.1744,-85.736
Seattle–Tacoma International Airport,SEA,47.447943,-122.310276
Orlando Sanford International Airport,SFB,28.777599334716797,-81.23750305175781
San Francisco International Airport,SFO,37.619806,-122.374821
Norman Y. Mineta San Jose International Airport,SJC,37.362452,-121.929188
Salt Lake City International Airport,SLC,40.78886,-111.979866
Sacramento International Airport,SMF,38.6954,-121.591003
John Wayne Orange County International Airport,SNA,33.675701,-117.867996
Sarasota Bradenton International Airport,SRQ,27.394631,-82.554359
St. Louis Lambert International Airport,STL,38.748697,-90.370003
Syracuse Hancock International Airport,SYR,43.11119842529297,-76.1063003540039
Tampa International Airport,TPA,27.9755,-82.533203
Tulsa International Airport,TUL,36.19839859008789,-95.88809967041016
Tirana International Airport Mother Teresa,TIA,41.4147,19.7206
Burgas Airport,BOJ,42.569917,27.515173
Sofia Airport,SOF,42.696357,23.417671
Varna Airport,VAR,43.232101,27.8251
Larnaca International Airport,LCA,34.875099,33.624901
Zagreb Franjo Tuđman International Airport,ZAG,45.742901,16.0688
Alicante-Elche Miguel Hernández Airport,ALC,38.2822,-0.558156
Josep Tarradellas Barcelona-El Prat Airport,BCN,41.2971,2.07846
Ibiza Airport,IBZ,38.872898,1.37312
Adolfo Suárez Madrid–Barajas Airport,MAD,40.471926,-3.56264
Málaga-Costa del Sol Airport,AGP,36.6749,-4.49911
Palma de Mallorca Airport,PMI,39.551701,2.73881
Santiago-Rosalía de Castro Airport,SCQ,42.896301,-8.41514
Bordeaux-Mérignac Airport,BOD,44.8283,-0.715556
Toulouse-Blagnac Airport,TLS,43.629101,1.36382
Lyon Saint-Exupéry Airport,LYS,45.725996,5.090139
Marseille Provence Airport,MRS,43.438088,5.2125
Nice-Côte d'Azur Airport,NCE,43.658401,7.21587
Charles de Gaulle International Airport,CDG,49.012798,2.55
Paris-Orly Airport,ORY,48.72333,2.37944
EuroAirport Basel-Mulhouse-Freiburg,BSL,47.60068,7.521117
Athens Eleftherios Venizelos International Airport,ATH,37.936401,23.9445
Heraklion International Nikos Kazantzakis Airport,HER,35.339699,25.1803
Thessaloniki Macedonia International Airport,SKG,40.51928,22.970009
Budapest Liszt Ferenc International Airport,BUD,47.43018,19.262393
Bari Karol Wojtyła International Airport,BRI,41.138901,16.760599
Brindisi Airport,BDS,40.6576,17.947001
Catania-Fontanarossa Airport,CTA,37.466801,15.0664
Falcone–Borsellino Airport,PMO,38.175999,13.091
Cagliari Elmas Airport,CAG,39.251499,9.05428
Milan Malpensa International Airport,MXP,45.6306,8.72811
Milan Bergamo Airport / Antonio Locatelli Air Base,BGY,45.670725,9.709223
Turin Airport,TRN,45.200802,7.64963
Bologna Guglielmo Marconi Airport,BLQ,44.5354,11.2887
Verona Villafranca Valerio Catullo Airport,VRN,45.394955,10.887303
Venice Marco Polo Airport,VCE,45.505299,12.3519
Rome–Fiumicino Leonardo da Vinci International Airport,FCO,41.804532,12.251998
Naples International Airport,NAP,40.886002,14.2908
Pisa International Airport,PSA,43.683899,10.3927
Ljubljana Jože Pučnik Airport,LJU,46.223701,14.4576
Václav Havel Airport Prague,PRG,50.100874,14.259911
Ben Gurion International Airport,TLV,32.011398,34.8867
Ramon International Airport,ETM,29.727009,35.014116
Malta International Airport,MLA,35.857498,14.4775
Vienna International Airport,VIE,48.110298,16.5697
Faro Airport,FAO,37.0144004822,-7.96590995789
Madeira International Airport Cristiano Ronaldo,FNC,32.697899,-16.7745
João Paulo II Airport,PDL,37.7411994934,-25.6979007721
Francisco de Sá Carneiro Airport,OPO,41.2481002808,-8.68138980865
Humberto Delgado Airport (Lisbon Portela Airport),LIS,38.7813,-9.13592
Bucharest Henri Coandă International Airport,OTP,44.572127,26.103396
Geneva Cointrin International Airport,GVA,46.238098,6.10895
Zürich Airport,ZRH,47.458056,8.548056
Esenboğa International Airport,ESB,40.128101,32.995098
Antalya International Airport,AYT,36.898701,30.800501
İstanbul Atatürk Airport,ISL,40.971913,28.823714
Adnan Menderes International Airport,ADB,38.2924,27.157
Dalaman International Airport,DLM,36.7131004333,28.7924995422
Milas Bodrum International Airport,BJV,37.250599,27.664301
Istanbul Sabiha Gökçen International Airport,SAW,40.898602,29.3092
İstanbul Airport,IST,41.261297,28.741951
Skopje International Airport,SKP,41.958087,21.622581
Gibraltar Airport,GIB,36.151199,-5.34966
Belgrade Nikola Tesla Airport,BEG,44.818401,20.309099
Podgorica Airport / Podgorica Golubovci Airbase,TGD,42.359402,19.2519
M. R. Štefánik Airport,BTS,48.1702,17.2127
Providenciales International Airport,PLS,21.773697,-72.268321
Casa De Campo International Airport,LRM,18.452222,-68.911111
Punta Cana International Airport,PUJ,18.5674,-68.363403
Las Américas International Airport,SDQ,18.42970085144,-69.668899536133
La Aurora Airport,GUA,14.5833,-90.527496
Norman Manley International Airport,KIN,17.935699462890625,-76.7874984741211
Cozumel International Airport,CZM,20.514922,-86.928538
General Guadalupe Victoria International Airport,DGO,24.125468,-104.527938
Guadalajara International Airport,GDL,20.523342,-103.310108
Manuel Crescencio Rejón International Airport,MID,20.930485,-89.645462
Benito Juárez International Airport,MEX,19.435137,-99.071328
Monterrey International Airport,MTY,25.778521,-100.106989
General Rafael Buelna International Airport,MZT,23.161474,-106.264572
Puerto Vallarta International Airport,PVR,20.679913,-105.254391
Los Cabos International Airport,SJD,23.151919,-109.720731
General Felipe Ángeles International Airport,NLU,19.7357,-99.0257
General Abelardo L. Rodriguez International Airport,TIJ,32.541043,-116.969976
Cancún International Airport,CUN,21.039444,-86.874304
Tocumen International Airport,PTY,9.07136,-79.383499
Guanacaste Airport,LIR,10.5933,-85.544403
Monseñor Óscar Arnulfo Romero International Airport,SAL,13.4409,-89.055702
Toussaint Louverture International Airport,PAP,18.58,-72.292503
José Martí International Airport,HAV,22.989200592041016,-82.40910339355469
Juan Gualberto Gomez International Airport,VRA,23.034401,-81.435303
Owen Roberts International Airport,GCM,19.292801,-81.357697
Lynden Pindling International Airport,NAS,25.039,-77.466202
Philip S. W. Goldson International Airport,BZE,17.539951,-88.303556
Faa'a International Airport,PPT,-17.553699,-149.606995
Bauerfield International Airport,VLI,-17.699301,168.320007
Auckland International Airport,AKL,-37.01199,174.786331
Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406
Wellington International Airport,WLG,-41.3272018433,174.804992676
Bahrain International Airport,BAH,26.267295,50.63764
King Fahd International Airport,DMM,26.471201,49.797901
King Abdulaziz Air Base,DHA,26.2654,50.152
King Abdulaziz International Airport,JED,21.6796,39.156502
Prince Mohammad Bin Abdulaziz Airport,MED,24.5534,39.705101
King Khaled International Airport,RUH,24.9576,46.698799
Imam Khomeini International Airport,IKA,35.416099548339844,51.152198791503906
Mehrabad International Airport,THR,35.68920135498047,51.31340026855469
Mashhad International Airport,MHD,36.235198974609375,59.64099884033203
Shiraz Shahid Dastghaib International Airport,SYZ,29.5392,52.589802
Queen Alia International Airport,AMM,31.7226009369,35.9931983948
Kuwait International Airport,KWI,29.226601,47.968899
Beirut Rafic Hariri International Airport,BEY,33.820899963378906,35.488399505615234
Duqm International Airport,DQM,19.501944,57.634167
Zayed International Airport,AUH,24.443764,54.651718
Dubai International Airport,DXB,25.2527999878,55.3643989563
Al Maktoum International Airport,DWC,24.896356,55.161389
Sharjah International Airport,SHJ,25.3286,55.5172
Muscat International Airport,MCT,23.5933,58.284401
Islamabad International Airport,ISB,33.549,72.82566
Jinnah International Airport,KHI,24.9065,67.160797
Allama Iqbal International Airport,LHE,31.521601,74.403603
Baghdad International Airport / New Al Muthana Air Base,BGW,33.262501,44.2346
Damascus International Airport,DAM,33.4114990234375,36.51559829711914
Hamad International Airport,DOH,25.273056,51.608056
Ted Stevens Anchorage International Airport,ANC,61.179004,-149.992561
Antonio B. Won Pat International Airport,GUM,13.4834,144.796005
Daniel K Inouye International Airport,HNL,21.32062,-157.924228
Kahului International Airport,OGG,20.896263,-156.431837
Kaohsiung International Airport,KHH,22.577101,120.349998
Taiwan Taoyuan International Airport,TPE,25.0777,121.233002
Narita International Airport,NRT,35.764702,140.386002
Kansai International Airport,KIX,34.427299,135.244003
New Chitose Airport,CTS,42.7752,141.692001
Fukuoka Airport,FUK,33.585899353027344,130.4510040283203
Kagoshima Airport,KOJ,31.8034,130.718994
Chubu Centrair International Airport,NGO,34.858398,136.804993
Osaka International Airport,ITM,34.7855,135.438004
Sendai Airport,SDJ,38.139702,140.917007
Tokyo Haneda International Airport,HND,35.552299,139.779999
Yokota Air Base,OKO,35.748501,139.348007
Muan International Airport,MWX,34.991406,126.382814
Jeju International Airport,CJU,33.512058,126.492548
Gimhae International Airport,PUS,35.179501,128.938004
Incheon International Airport,ICN,37.469101,126.450996
Gimpo International Airport,GMP,37.5583,126.791
Naha Airport / JASDF Naha Air Base,OKA,26.195801,127.646004
Kadena Air Base,DNA,26.351667,127.769444
Ninoy Aquino International Airport,MNL,14.5086,121.019997
Francisco Bangoy International Airport,DVO,7.12552,125.646004
Mactan Cebu International Airport,CEB,10.309261,123.97974
Lipetsk Air Base,,52.634998,39.445
Jorge Newbery Airpark,AEP,-34.5592,-58.4156
Minister Pistarini International Airport,EZE,-34.8222,-58.5358
Val de Cans/Júlio Cezar Ribeiro International Airport,BEL,-1.379279,-48.476207
Presidente Juscelino Kubitschek International Airport,BSB,-15.869167,-47.920834
Tancredo Neves International Airport,CNF,-19.63571,-43.966928
Eduardo Gomes International Airport,MAO,-3.03861,-60.049702
Hercílio Luz International Airport,FLN,-27.670279,-48.552502
Pinto Martins International Airport,FOR,-3.775833,-38.532222
Rio Galeão – Tom Jobim International Airport,GIG,-22.809999,-43.250557
Guarulhos - Governador André Franco Montoro International Airport,GRU,-23.431944,-46.467778
Porto Seguro Airport,BPS,-16.438426,-39.080584
Deputado Luiz Eduardo Magalhães International Airport,SSA,-12.908611,-38.322498
Eurico de Aguiar Salles Airport,VIX,-20.258,-40.285
Comodoro Arturo Merino Benítez International Airport,SCL,-33.393001556396484,-70.78579711914062
José Joaquín de Olmedo International Airport,GYE,-2.15742,-79.883598
Mariscal Sucre International Airport,UIO,-0.125399,-78.354306
Silvio Pettirossi International Airport,ASU,-25.240156,-57.519227
Lieutenant Amin Ayub González International Airport,ENO,-27.227537,-55.837584
Guaraní International Airport,AGT,-25.457186,-54.839544
Doctor Luis Maria Argaña International Airport,ESG,-22.046499,-60.6217
El Dorado International Airport,BOG,4.70159,-74.1469
Viru Viru International Airport,VVI,-17.6448,-63.135399
Johan Adolf Pengel International Airport,PBM,5.45283,-55.187801
Cayenne – Félix Eboué Airport,CAY,4.819964,-52.361326
Jorge Chávez International Airport,LIM,-12.0219,-77.114305
Alejandro Velasco Astete International Airport,CUZ,-13.535699844400002,-71.9387969971
Carrasco General Cesáreo L. Berisso International Airport,MVD,-34.835647,-56.026497
General José Antonio Anzoategui International Airport,BLA,10.111111,-64.692222
Simón Bolívar International Airport,CCS,10.601194,-66.991222
Qingdao Jiaodong International Airport,TAO,36.361953,120.088171
Martinique Aimé Césaire International Airport,FDF,14.591,-61.003201
Pointe-à-Pitre Le Raizet International  Airport,PTP,16.265301,-61.531799
Luis Munoz Marin International Airport,SJU,18.4394,-66.001801
Hewanorra International Airport,UVF,13.7332,-60.952599
Queen Beatrix International Airport,AUA,12.5014,-70.015198
Flamingo International Airport,BON,12.131,-68.268501
Hato International Airport,CUR,12.1889,-68.959801
Princess Juliana International Airport,SXM,18.041,-63.108898
Çukurova International Airport,COV,36.890908,35.070522
Almaty International Airport,ALA,43.354267,77.042828
Nursultan Nazarbayev International Airport,NQZ,51.027035,71.467094
Manas International Airport,FRU,43.0612983704,74.4776000977
Heydar Aliyev International Airport,GYD,40.467498779296875,50.04669952392578
Zvartnots International Airport,EVN,40.1473007202,44.3959007263
Tbilisi International Airport,TBS,41.669201,44.9547
Vladivostok International Airport,VVO,43.396256,132.148155
Boryspil International Airport,KBP,50.345001,30.894699
Lviv International Airport,LWO,49.8125,23.9561
Pulkovo Airport,LED,59.800301,30.262501
Minsk National Airport,MSQ,53.888071,28.039964
Krasnoyarsk International Airport,KJA,56.173077,92.492437
Novosibirsk Tolmachevo Airport,OVB,55.019756,82.618675
Platov International Airport,ROV,47.493888,39.924722
Sochi International Airport,AER,43.449902,39.9566
Koltsovo Airport,SVX,56.743099212646,60.802700042725
Ashgabat International Airport,ASB,37.986801,58.361
Tashkent International Airport,TAS,41.257900238,69.2811965942
Zhukovsky International Airport,ZIA,55.553299,38.150002
Domodedovo International Airport,DME,55.408798,37.9063
Sheremetyevo International Airport,SVO,55.972599,37.4146
Vnukovo International Airport,VKO,55.591499,37.261501
Kazan International Airport,KZN,55.606201171875,49.278701782227
Gagarin International Airport,GSV,51.712778,46.171111
Ufa International Airport,UFA,54.557498931885,55.874401092529
Kurumoch International Airport,KUF,53.504902,50.164299
Chhatrapati Shivaji International Airport,BOM,19.0886993408,72.8678970337
Dabolim Airport,GOI,15.3808,73.831398
Rajkot International Airport,HSR,22.378824,71.039391
Bandaranaike International Colombo Airport,CMB,7.180759906768799,79.88410186767578
Mattala Rajapaksa International Airport,HRI,6.284467,81.124128
Phnom Penh International Airport,PNH,11.5466,104.844002
Siem Reap-Angkor International Airport,SAI,13.369167,104.223056
Netaji Subhash Chandra Bose International Airport,CCU,22.654699,88.446701
Hazrat Shahjalal International Airport,DAC,23.843347,90.397783
Hong Kong International Airport,HKG,22.308901,113.915001
Indira Gandhi International Airport,DEL,28.55563,77.09519
Macau International Airport,MFM,22.149599,113.592003
Tribhuvan International Airport,KTM,27.6966,85.3591
Kempegowda International Airport,BLR,13.1979,77.706299
Cochin International Airport,COK,10.152,76.401901
Rajiv Gandhi International Airport,HYD,17.231318,78.429855
Chennai International Airport,MAA,12.990005,80.169296
Thiruvananthapuram International Airport,TRV,8.48212,76.920097
Malé International Airport,MLE,4.191830158233643,73.52909851074219
Don Mueang International Airport,DMK,13.9125995636,100.607002258
Suvarnabhumi Airport,BKK,13.681099891662598,100.74700164794922
Chiang Mai International Airport,CNX,18.766799926799997,98.962600708
Phuket International Airport,HKT,8.1132,98.316902
Noi Bai International Airport,HAN,21.221201,105.806999
Tan Son Nhat International Airport,SGN,10.8188,106.652
Mandalay International Airport,MDL,21.702199935913086,95.97789764404297
Yangon International Airport,RGN,16.907300949099998,96.1332015991
Hasanuddin International Airport,UPG,-5.06163,119.554001
Ngurah Rai (Bali) International Airport,DPS,-8.74817,115.167
Dortheys Hiyo Eluay International Airport,DJJ,-2.579627,140.519857
Sultan Aji Muhammad Sulaiman Sepinggan International Airport,BPN,-1.268342,116.89452
Juanda International Airport,SUB,-7.37983,112.787003
Brunei International Airport,BWN,4.9442,114.928001
Soekarno-Hatta International Airport,CGK,-6.1255698204,106.65599823
Kualanamu International Airport,KNO,3.637847,98.870566
Kuala Lumpur International Airport,KUL,2.74558,101.709999
Singapore Changi Airport,SIN,1.35019,103.994003
Brisbane International Airport,BNE,-27.384199142456055,153.11700439453125
Melbourne International Airport,MEL,-37.673302,144.843002
Yantai Penglai International Airport,YNT,37.659724,120.978124
Adelaide International Airport,ADL,-34.947512,138.533393
Darwin International Airport / RAAF Darwin,DRW,-12.41497,130.88185
Perth International Airport,PER,-31.94029998779297,115.96700286865234
Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125
Beijing Capital International Airport,PEK,40.080101013183594,116.58499908447266
Beijing Daxing International Airport,PKX,39.509945,116.41092
Hohhot Baita International Airport,HET,40.849658,111.824598
Guangzhou Baiyun International Airport,CAN,23.392401,113.299004
Changsha Huanghua International Airport,CSX,28.189199,113.220001
Guilin Liangjiang International Airport,KWL,25.219828,110.039553
Nanning Wuxu Airport,NNG,22.608299,108.171997
Shenzhen Bao'an International Airport,SZX,22.639299,113.810997
Zhengzhou Xinzheng International Airport,CGO,34.526497,113.849165
Wuhan Tianhe International Airport,WUH,30.774798,114.213723
Haikou Meilan International Airport,HAK,19.9349,110.459
Sanya Phoenix International Airport,SYX,18.3029,109.412003
Pyongyang Sunan International Airport,FNJ,39.224098,125.669998
Lanzhou Zhongchuan International Airport,LHW,36.515202,103.620003
Xi'an Xianyang International Airport,XIY,34.447102,108.751999
Ulaanbaatar Chinggis Khaan International Airport,UBN,47.646916,106.819833
Kunming Changshui International Airport,KMG,25.110313,102.936743
Xiamen Gaoqi International Airport,XMN,24.54400062561035,118.12799835205078
Nanchang Changbei International Airport,KHN,28.864815,115.90271
Fuzhou Changle International Airport,FOC,25.934669,119.66318
Hangzhou Xiaoshan International Airport,HGH,30.23609,120.428865
Jinan Yaoqiang International Airport,TNA,36.857201,117.216003
Ningbo Lishe International Airport,NGB,29.82670021057129,121.46199798583984
Nanjing Lukou International Airport,NKG,31.735032,118.865949
Shanghai Pudong International Airport,PVG,31.1434,121.805
Shanghai Hongqiao International Airport,SHA,31.198104,121.33426
Wenzhou Longwan International Airport,WNZ,27.912201,120.851997
Chongqing Jiangbei International Airport,CKG,29.712254,106.651895
Guiyang Longdongbao International Airport,KWE,26.541466,106.803331
Chengdu Tianfu International Airport,TFU,30.31252,104.441284
Chengdu Shuangliu International Airport,CTU,30.558257,103.945966
Ürümqi Diwopu International Airport,URC,43.907100677490234,87.47419738769531
Changchun Longjia International Airport,CGQ,43.996201,125.684998
Harbin Taiping International Airport,HRB,45.623402,126.25
Dalian Zhoushuizi International Airport,DLC,38.965719,121.538477
Shenyang Taoxian International Airport,SHE,41.639801,123.483002
Bozeman Yellowstone International Airport,BZN,45.7775,-111.153
Kilimanjaro International Airport,JRO,-3.42941,37.074501
